year,Writing and translation,Software development and technology,Clerical and data entry,Professional services,Sales and marketing support,Creative and multimedia,portfolio_exposure
2017,33.971350304468444,19.814221904280004,9.3600055833755,5.457531450107306,11.792917837139916,19.603972920628827,0.6263852856245529
2018,31.827089505924338,19.0899820750076,2.53242042871281,7.6031553842200745,14.962341336080318,23.985011270054862,0.6068566412809532
2019,32.04578926819449,18.851757453427513,5.129878687098747,4.770149845687643,13.253726872099914,25.9486978734917,0.6078273175653062
2020,33.55863315686347,26.653195933752073,3.9125853734931466,3.430053385107088,5.82261615968023,26.62291599110399,0.6320430575101046
2021,29.721390544644365,26.54971171498542,5.442409991168005,3.043820093875899,2.6697712520317447,32.572896403294564,0.6191915243363902
2022,17.92074031342808,28.23011527149034,4.907342759118551,2.57012106541379,3.1614011933421544,43.21027939720709,0.5821710484559994
2023,12.99152907803679,36.0305942265955,3.239781457241982,1.8138844781290162,1.8060531433839522,44.11815761661276,0.5867080218048049
2024,12.68269512456597,36.63421287547063,3.1365295470973638,1.3585415478328655,1.9544430875073435,44.23357781752582,0.5870368877452754
