indicator,iso3,year,value
BX.GSR.CCIS.CD.MN,SEN,2010,182.00
BX.GSR.CCIS.CD.MN,SEN,2009,132.00
BX.GSR.CCIS.CD.MN,SEN,2008,203.00
BX.GSR.CCIS.CD.MN,SEN,2007,186.00
BX.GSR.CCIS.CD.MN,SEN,2006,145.00
BX.GSR.CCIS.CD.MN,SEN,2005,106.00
BX.GSR.CCIS.CD.MN,TZA,2024,69.00
BX.GSR.CCIS.CD.MN,TZA,2023,39.00
BX.GSR.CCIS.CD.MN,TZA,2022,42.00
BX.GSR.CCIS.CD.MN,TZA,2021,24.00
BX.GSR.CCIS.CD.MN,TZA,2020,14.00
BX.GSR.CCIS.CD.MN,TZA,2019,29.00
BX.GSR.CCIS.CD.MN,TZA,2018,22.00
BX.GSR.CCIS.CD.MN,TZA,2017,16.00
BX.GSR.CCIS.CD.MN,TZA,2016,29.00
BX.GSR.CCIS.CD.MN,TZA,2015,51.00
BX.GSR.CCIS.CD.MN,TZA,2014,47.00
BX.GSR.CCIS.CD.MN,TZA,2013,50.00
BX.GSR.CCIS.CD.MN,TZA,2012,43.00
BX.GSR.CCIS.CD.MN,TZA,2011,34.00
BX.GSR.CCIS.CD.MN,TZA,2010,35.00
BX.GSR.CCIS.CD.MN,TZA,2009,51.00
BX.GSR.CCIS.CD.MN,TZA,2008,44.00
BX.GSR.CCIS.CD.MN,TZA,2007,43.00
BX.GSR.CCIS.CD.MN,TZA,2006,38.00
BX.GSR.CCIS.CD.MN,TZA,2005,34.00
BX.GSR.CCIS.CD.MN,UGA,2024,48.00
BX.GSR.CCIS.CD.MN,UGA,2023,55.00
BX.GSR.CCIS.CD.MN,UGA,2022,40.00
BX.GSR.CCIS.CD.MN,UGA,2021,42.00
BX.GSR.CCIS.CD.MN,UGA,2020,15.00
BX.GSR.CCIS.CD.MN,UGA,2019,28.00
BX.GSR.CCIS.CD.MN,UGA,2018,52.00
BX.GSR.CCIS.CD.MN,UGA,2017,39.00
BX.GSR.CCIS.CD.MN,UGA,2016,40.00
BX.GSR.CCIS.CD.MN,UGA,2015,65.00
BX.GSR.CCIS.CD.MN,UGA,2014,57.00
BX.GSR.CCIS.CD.MN,UGA,2013,102.00
BX.GSR.CCIS.CD.MN,UGA,2012,74.00
BX.GSR.CCIS.CD.MN,UGA,2011,75.00
BX.GSR.CCIS.CD.MN,UGA,2010,57.00
BX.GSR.CCIS.CD.MN,UGA,2009,56.00
BX.GSR.CCIS.CD.MN,UGA,2008,53.00
BX.GSR.CCIS.CD.MN,UGA,2007,34.00
BX.GSR.CCIS.CD.MN,UGA,2006,53.00
BX.GSR.CCIS.CD.MN,UGA,2005,49.00
BX.GSR.CCIS.CD.MN,ZAF,2024,1527.00
BX.GSR.CCIS.CD.MN,ZAF,2023,1336.00
BX.GSR.CCIS.CD.MN,ZAF,2022,944.00
BX.GSR.CCIS.CD.MN,ZAF,2021,827.00
BX.GSR.CCIS.CD.MN,ZAF,2020,711.00
BX.GSR.CCIS.CD.MN,ZAF,2019,691.00
BX.GSR.CCIS.CD.MN,ZAF,2018,639.00
BX.GSR.CCIS.CD.MN,ZAF,2017,636.00
BX.GSR.CCIS.CD.MN,ZAF,2016,560.00
BX.GSR.CCIS.CD.MN,ZAF,2015,549.00
BX.GSR.CCIS.CD.MN,ZAF,2014,557.00
BX.GSR.CCIS.CD.MN,ZAF,2013,605.00
BX.GSR.CCIS.CD.MN,ZAF,2012,570.00
BX.GSR.CCIS.CD.MN,ZAF,2011,545.00
BX.GSR.CCIS.CD.MN,ZAF,2010,465.00
BX.GSR.CCIS.CD.MN,ZAF,2009,349.00
BX.GSR.CCIS.CD.MN,ZAF,2008,338.00
BX.GSR.CCIS.CD.MN,ZAF,2007,350.00
BX.GSR.CCIS.CD.MN,ZAF,2006,392.00
BX.GSR.CCIS.CD.MN,ZAF,2005,323.00
NV.IND.MANF.ZS,BGD,2024,21.893
NV.IND.MANF.ZS,BGD,2020,20.598
NV.IND.MANF.ZS,BGD,2015,16.789
NV.IND.MANF.ZS,BGD,2010,16.121
NV.IND.MANF.ZS,BGD,2005,14.744
NV.IND.MANF.ZS,BGD,2000,14.035
NV.IND.MANF.ZS,BGD,1995,15.900
NV.IND.MANF.ZS,CHN,2024,24.842
NV.IND.MANF.ZS,CHN,2020,25.581
NV.IND.MANF.ZS,CHN,2015,28.389
NV.IND.MANF.ZS,CHN,2011,31.562
NV.IND.MANF.ZS,CHN,2007,31.901
NV.IND.MANF.ZS,CHN,2006,31.995
NV.IND.MANF.ZS,CHN,2004,31.510
NV.IND.MANF.ZS,IND,2024,13.139
NV.IND.MANF.ZS,IND,2020,14.120
NV.IND.MANF.ZS,IND,2015,15.584
NV.IND.MANF.ZS,IND,2010,17.030
NV.IND.MANF.ZS,IND,2006,17.304
NV.IND.MANF.ZS,IND,2000,15.927
NV.IND.MANF.ZS,IND,1995,17.866
NV.IND.MANF.ZS,KOR,2024,26.618
NV.IND.MANF.ZS,KOR,2020,25.700
NV.IND.MANF.ZS,KOR,2017,28.032
NV.IND.MANF.ZS,KOR,2013,28.865
NV.IND.MANF.ZS,KOR,2011,29.001
NV.IND.MANF.ZS,KOR,2005,26.092
NV.IND.MANF.ZS,KOR,2000,26.591
NV.IND.MANF.ZS,KOR,1995,26.311
NV.IND.MANF.ZS,MYS,2024,22.500
NV.IND.MANF.ZS,MYS,2020,22.232
NV.IND.MANF.ZS,MYS,2015,22.293
NV.IND.MANF.ZS,MYS,2010,23.434
NV.IND.MANF.ZS,MYS,2005,27.550
NV.IND.MANF.ZS,MYS,2004,30.378
NV.IND.MANF.ZS,MYS,1999,30.936
NV.IND.MANF.ZS,MYS,1995,26.378
NV.IND.MANF.ZS,VNM,2024,24.333
NV.IND.MANF.ZS,VNM,2022,24.656
NV.IND.MANF.ZS,VNM,2020,23.947
NV.IND.MANF.ZS,VNM,2015,20.960
NV.IND.MANF.ZS,VNM,2010,17.131
NV.IND.MANF.ZS,VNM,2005,18.823
SL.TLF.TOTL.IN,EGY,2024,35343331
SL.TLF.TOTL.IN,EGY,2015,30851683
SL.TLF.TOTL.IN,EGY,2005,24412249
SL.TLF.TOTL.IN,ETH,2024,55099611
SL.TLF.TOTL.IN,ETH,2015,46289893
SL.TLF.TOTL.IN,ETH,2005,33787143
SL.TLF.TOTL.IN,GHA,2024,13049107
SL.TLF.TOTL.IN,GHA,2015,12200598
SL.TLF.TOTL.IN,GHA,2005,9656788
SL.TLF.TOTL.IN,KEN,2024,24031329
SL.TLF.TOTL.IN,KEN,2015,20289697
SL.TLF.TOTL.IN,KEN,2005,14559284
SL.TLF.TOTL.IN,NGA,2024,113320742
SL.TLF.TOTL.IN,NGA,2015,85773802
SL.TLF.TOTL.IN,NGA,2005,66741004
SL.TLF.TOTL.IN,RWA,2024,5672552
SL.TLF.TOTL.IN,RWA,2015,4154021
SL.TLF.TOTL.IN,RWA,2005,3153448
SL.TLF.TOTL.IN,SEN,2024,5930338
SL.TLF.TOTL.IN,SEN,2015,3825810
SL.TLF.TOTL.IN,SEN,2005,3207425
SL.TLF.TOTL.IN,TZA,2024,32994873
SL.TLF.TOTL.IN,TZA,2015,24221886
SL.TLF.TOTL.IN,TZA,2005,19021824
SL.TLF.TOTL.IN,UGA,2024,22581703
SL.TLF.TOTL.IN,UGA,2015,14730557
SL.TLF.TOTL.IN,UGA,2005,10334763
SL.TLF.TOTL.IN,ZAF,2024,26362253
SL.TLF.TOTL.IN,ZAF,2015,22199948
SL.TLF.TOTL.IN,ZAF,2005,19148046
SL.UEM.1524.ZS,EGY,2024,17.291
SL.UEM.1524.ZS,EGY,2019,20.631
SL.UEM.1524.ZS,EGY,2015,34.160
SL.UEM.1524.ZS,EGY,2010,24.583
SL.UEM.1524.ZS,ETH,2024,5.449
SL.UEM.1524.ZS,ETH,2019,4.752
SL.UEM.1524.ZS,ETH,2015,3.813
SL.UEM.1524.ZS,ETH,2010,3.435
SL.UEM.1524.ZS,GHA,2024,5.347
SL.UEM.1524.ZS,GHA,2019,5.875
SL.UEM.1524.ZS,GHA,2015,14.238
SL.UEM.1524.ZS,GHA,2010,11.059
SL.UEM.1524.ZS,KEN,2024,15.477
SL.UEM.1524.ZS,KEN,2019,12.547
SL.UEM.1524.ZS,KEN,2015,7.299
SL.UEM.1524.ZS,KEN,2010,7.049
SL.UEM.1524.ZS,NGA,2024,5.088
SL.UEM.1524.ZS,NGA,2019,10.418
SL.UEM.1524.ZS,NGA,2015,8.457
SL.UEM.1524.ZS,NGA,2010,7.861
SL.UEM.1524.ZS,RWA,2024,16.555
SL.UEM.1524.ZS,RWA,2019,16.052
SL.UEM.1524.ZS,RWA,2015,16.599
SL.UEM.1524.ZS,RWA,2010,16.096
SL.UEM.1524.ZS,SEN,2024,3.868
SL.UEM.1524.ZS,SEN,2019,4.037
SL.UEM.1524.ZS,SEN,2015,8.045
SL.UEM.1524.ZS,SEN,2010,2.937
SL.UEM.1524.ZS,TZA,2024,2.334
SL.UEM.1524.ZS,TZA,2019,2.657
SL.UEM.1524.ZS,TZA,2015,3.443
SL.UEM.1524.ZS,TZA,2010,5.852
SL.UEM.1524.ZS,UGA,2024,4.211
SL.UEM.1524.ZS,UGA,2019,4.691
SL.UEM.1524.ZS,UGA,2015,3.871
SL.UEM.1524.ZS,UGA,2010,5.357
SL.UEM.1524.ZS,ZAF,2024,60.248
SL.UEM.1524.ZS,ZAF,2019,57.317
SL.UEM.1524.ZS,ZAF,2015,50.115
SL.UEM.1524.ZS,ZAF,2010,50.451
