indicator,iso3,year,value
NY.GDP.PCAP.PP.KD,ETH,2006,1024.729
NY.GDP.PCAP.PP.KD,ETH,2005,952.116
NY.GDP.PCAP.PP.KD,ETH,2004,877.114
NY.GDP.PCAP.PP.KD,ETH,2003,795.772
NY.GDP.PCAP.PP.KD,ETH,2002,838.298
NY.GDP.PCAP.PP.KD,ETH,2001,851.313
NY.GDP.PCAP.PP.KD,ETH,2000,810.271
NY.GDP.PCAP.PP.KD,ETH,1999,787.680
NY.GDP.PCAP.PP.KD,ETH,1998,772.787
NY.GDP.PCAP.PP.KD,ETH,1997,826.005
NY.GDP.PCAP.PP.KD,ETH,1996,826.992
NY.GDP.PCAP.PP.KD,ETH,1995,760.264
NY.GDP.PCAP.PP.KD,GHA,2024,7072.799
NY.GDP.PCAP.PP.KD,GHA,2023,6808.538
NY.GDP.PCAP.PP.KD,GHA,2022,6728.454
NY.GDP.PCAP.PP.KD,GHA,2021,6607.503
NY.GDP.PCAP.PP.KD,GHA,2020,6412.685
NY.GDP.PCAP.PP.KD,GHA,2019,6508.247
NY.GDP.PCAP.PP.KD,GHA,2018,6234.512
NY.GDP.PCAP.PP.KD,GHA,2017,5993.631
NY.GDP.PCAP.PP.KD,GHA,2016,5666.078
NY.GDP.PCAP.PP.KD,GHA,2015,5607.366
NY.GDP.PCAP.PP.KD,GHA,2014,5619.072
NY.GDP.PCAP.PP.KD,GHA,2013,5593.775
NY.GDP.PCAP.PP.KD,GHA,2012,5339.713
NY.GDP.PCAP.PP.KD,GHA,2011,5005.367
NY.GDP.PCAP.PP.KD,GHA,2010,4495.689
NY.GDP.PCAP.PP.KD,GHA,2009,4269.160
NY.GDP.PCAP.PP.KD,GHA,2008,4174.781
NY.GDP.PCAP.PP.KD,GHA,2007,3923.126
NY.GDP.PCAP.PP.KD,GHA,2006,3857.862
NY.GDP.PCAP.PP.KD,GHA,2005,3721.308
NY.GDP.PCAP.PP.KD,GHA,2004,3607.365
NY.GDP.PCAP.PP.KD,GHA,2003,3507.751
NY.GDP.PCAP.PP.KD,GHA,2002,3425.618
NY.GDP.PCAP.PP.KD,GHA,2001,3369.507
NY.GDP.PCAP.PP.KD,GHA,2000,3327.352
NY.GDP.PCAP.PP.KD,GHA,1999,3290.269
NY.GDP.PCAP.PP.KD,GHA,1998,3229.482
NY.GDP.PCAP.PP.KD,GHA,1997,3160.445
NY.GDP.PCAP.PP.KD,GHA,1996,3106.186
NY.GDP.PCAP.PP.KD,GHA,1995,3039.689
NY.GDP.PCAP.PP.KD,KEN,2024,5841.599
NY.GDP.PCAP.PP.KD,KEN,2023,5691.825
NY.GDP.PCAP.PP.KD,KEN,2022,5491.694
NY.GDP.PCAP.PP.KD,KEN,2021,5338.852
NY.GDP.PCAP.PP.KD,KEN,2020,5057.401
NY.GDP.PCAP.PP.KD,KEN,2019,5171.713
NY.GDP.PCAP.PP.KD,KEN,2018,5017.668
NY.GDP.PCAP.PP.KD,KEN,2017,4846.862
NY.GDP.PCAP.PP.KD,KEN,2016,4770.310
NY.GDP.PCAP.PP.KD,KEN,2015,4679.622
NY.GDP.PCAP.PP.KD,KEN,2014,4558.552
NY.GDP.PCAP.PP.KD,KEN,2013,4443.371
NY.GDP.PCAP.PP.KD,KEN,2012,4387.938
NY.GDP.PCAP.PP.KD,KEN,2011,4307.106
NY.GDP.PCAP.PP.KD,KEN,2010,4211.525
NY.GDP.PCAP.PP.KD,KEN,2009,4012.194
NY.GDP.PCAP.PP.KD,KEN,2008,4002.884
NY.GDP.PCAP.PP.KD,KEN,2007,4116.451
NY.GDP.PCAP.PP.KD,KEN,2006,3970.733
NY.GDP.PCAP.PP.KD,KEN,2005,3844.736
NY.GDP.PCAP.PP.KD,KEN,2004,3743.568
NY.GDP.PCAP.PP.KD,KEN,2003,3674.086
NY.GDP.PCAP.PP.KD,KEN,2002,3681.257
NY.GDP.PCAP.PP.KD,KEN,2001,3778.259
NY.GDP.PCAP.PP.KD,KEN,2000,3756.636
NY.GDP.PCAP.PP.KD,KEN,1999,3848.465
NY.GDP.PCAP.PP.KD,KEN,1998,3871.822
NY.GDP.PCAP.PP.KD,KEN,1997,3853.371
NY.GDP.PCAP.PP.KD,KEN,1996,3941.409
NY.GDP.PCAP.PP.KD,KEN,1995,3890.099
NY.GDP.PCAP.PP.KD,NGA,2024,7994.038
NY.GDP.PCAP.PP.KD,NGA,2023,7843.004
NY.GDP.PCAP.PP.KD,NGA,2022,7752.262
NY.GDP.PCAP.PP.KD,NGA,2021,7588.479
NY.GDP.PCAP.PP.KD,NGA,2020,7664.211
NY.GDP.PCAP.PP.KD,NGA,2019,8361.787
NY.GDP.PCAP.PP.KD,NGA,2018,8362.623
NY.GDP.PCAP.PP.KD,NGA,2017,8396.785
NY.GDP.PCAP.PP.KD,NGA,2016,8534.693
NY.GDP.PCAP.PP.KD,NGA,2015,8892.058
NY.GDP.PCAP.PP.KD,NGA,2014,8884.774
NY.GDP.PCAP.PP.KD,NGA,2013,8581.208
NY.GDP.PCAP.PP.KD,NGA,2012,8265.906
NY.GDP.PCAP.PP.KD,NGA,2011,8153.532
NY.GDP.PCAP.PP.KD,NGA,2010,7962.640
NY.GDP.PCAP.PP.KD,NGA,2009,7581.406
NY.GDP.PCAP.PP.KD,NGA,2008,7215.769
NY.GDP.PCAP.PP.KD,NGA,2007,6949.427
NY.GDP.PCAP.PP.KD,NGA,2006,6702.945
NY.GDP.PCAP.PP.KD,NGA,2005,6496.932
NY.GDP.PCAP.PP.KD,NGA,2004,6275.299
NY.GDP.PCAP.PP.KD,NGA,2003,5905.315
NY.GDP.PCAP.PP.KD,NGA,2002,5654.897
NY.GDP.PCAP.PP.KD,NGA,2001,5039.549
NY.GDP.PCAP.PP.KD,NGA,2000,4889.003
NY.GDP.PCAP.PP.KD,NGA,1999,4781.673
NY.GDP.PCAP.PP.KD,NGA,1998,4880.880
NY.GDP.PCAP.PP.KD,NGA,1997,4884.047
NY.GDP.PCAP.PP.KD,NGA,1996,4869.821
NY.GDP.PCAP.PP.KD,NGA,1995,4797.512
NY.GDP.PCAP.PP.KD,RWA,2024,3325.008
NY.GDP.PCAP.PP.KD,RWA,2023,3168.031
NY.GDP.PCAP.PP.KD,RWA,2022,2983.108
NY.GDP.PCAP.PP.KD,RWA,2021,2776.393
NY.GDP.PCAP.PP.KD,RWA,2020,2617.707
NY.GDP.PCAP.PP.KD,RWA,2019,2753.540
NY.GDP.PCAP.PP.KD,RWA,2018,2577.697
NY.GDP.PCAP.PP.KD,RWA,2017,2441.085
NY.GDP.PCAP.PP.KD,RWA,2016,2386.748
NY.GDP.PCAP.PP.KD,RWA,2015,2313.097
NY.GDP.PCAP.PP.KD,RWA,2014,2176.095
NY.GDP.PCAP.PP.KD,RWA,2013,2109.747
NY.GDP.PCAP.PP.KD,RWA,2012,2063.665
NY.GDP.PCAP.PP.KD,RWA,2011,1945.537
NY.GDP.PCAP.PP.KD,RWA,2010,1846.863
NY.GDP.PCAP.PP.KD,RWA,2009,1764.635
NY.GDP.PCAP.PP.KD,RWA,2008,1704.254
NY.GDP.PCAP.PP.KD,RWA,2007,1573.968
NY.GDP.PCAP.PP.KD,RWA,2006,1501.765
NY.GDP.PCAP.PP.KD,RWA,2005,1412.061
NY.GDP.PCAP.PP.KD,RWA,2004,1325.796
NY.GDP.PCAP.PP.KD,RWA,2003,1266.944
NY.GDP.PCAP.PP.KD,RWA,2002,1267.194
NY.GDP.PCAP.PP.KD,RWA,2001,1134.785
NY.GDP.PCAP.PP.KD,RWA,2000,1055.350
NY.GDP.PCAP.PP.KD,RWA,1999,981.723
NY.GDP.PCAP.PP.KD,RWA,1998,948.491
NY.GDP.PCAP.PP.KD,RWA,1997,907.981
NY.GDP.PCAP.PP.KD,RWA,1996,921.928
NY.GDP.PCAP.PP.KD,RWA,1995,966.810
NY.GDP.PCAP.PP.KD,SEN,2024,4477.817
NY.GDP.PCAP.PP.KD,SEN,2023,4304.761
NY.GDP.PCAP.PP.KD,SEN,2022,4228.734
NY.GDP.PCAP.PP.KD,SEN,2021,4173.677
NY.GDP.PCAP.PP.KD,SEN,2020,4018.041
NY.GDP.PCAP.PP.KD,SEN,2019,4070.612
NY.GDP.PCAP.PP.KD,SEN,2018,3998.286
NY.GDP.PCAP.PP.KD,SEN,2017,3871.451
NY.GDP.PCAP.PP.KD,SEN,2016,3710.055
NY.GDP.PCAP.PP.KD,SEN,2015,3593.795
NY.GDP.PCAP.PP.KD,SEN,2014,3484.012
NY.GDP.PCAP.PP.KD,SEN,2013,3385.426
NY.GDP.PCAP.PP.KD,SEN,2012,3405.109
NY.GDP.PCAP.PP.KD,SEN,2011,3362.879
NY.GDP.PCAP.PP.KD,SEN,2010,3403.567
NY.GDP.PCAP.PP.KD,SEN,2009,3371.462
NY.GDP.PCAP.PP.KD,SEN,2008,3359.706
NY.GDP.PCAP.PP.KD,SEN,2007,3316.420
NY.GDP.PCAP.PP.KD,SEN,2006,3301.032
NY.GDP.PCAP.PP.KD,SEN,2005,3301.821
NY.GDP.PCAP.PP.KD,SEN,2004,3240.302
NY.GDP.PCAP.PP.KD,SEN,2003,3170.035
NY.GDP.PCAP.PP.KD,SEN,2002,3075.232
NY.GDP.PCAP.PP.KD,SEN,2001,3149.331
NY.GDP.PCAP.PP.KD,SEN,2000,3093.288
NY.GDP.PCAP.PP.KD,SEN,1999,3050.178
NY.GDP.PCAP.PP.KD,SEN,1998,2938.692
NY.GDP.PCAP.PP.KD,SEN,1997,2840.608
NY.GDP.PCAP.PP.KD,SEN,1996,2822.468
NY.GDP.PCAP.PP.KD,SEN,1995,2835.033
NY.GDP.PCAP.PP.KD,TZA,2024,3713.263
NY.GDP.PCAP.PP.KD,TZA,2023,3620.793
NY.GDP.PCAP.PP.KD,TZA,2022,3546.981
NY.GDP.PCAP.PP.KD,TZA,2021,3493.083
NY.GDP.PCAP.PP.KD,TZA,2020,3449.822
NY.GDP.PCAP.PP.KD,TZA,2019,3484.633
NY.GDP.PCAP.PP.KD,TZA,2018,3392.689
NY.GDP.PCAP.PP.KD,TZA,2017,3318.288
NY.GDP.PCAP.PP.KD,TZA,2016,3214.247
NY.GDP.PCAP.PP.KD,TZA,2015,3111.445
NY.GDP.PCAP.PP.KD,TZA,2014,3027.569
NY.GDP.PCAP.PP.KD,TZA,2013,2924.863
NY.GDP.PCAP.PP.KD,TZA,2012,2822.485
NY.GDP.PCAP.PP.KD,TZA,2011,2779.708
NY.GDP.PCAP.PP.KD,TZA,2010,2654.803
NY.GDP.PCAP.PP.KD,TZA,2009,2560.811
NY.GDP.PCAP.PP.KD,TZA,2008,2493.259
NY.GDP.PCAP.PP.KD,TZA,2007,2423.616
NY.GDP.PCAP.PP.KD,TZA,2006,2334.104
NY.GDP.PCAP.PP.KD,TZA,2005,2253.093
NY.GDP.PCAP.PP.KD,TZA,2004,2155.241
NY.GDP.PCAP.PP.KD,TZA,2003,2059.837
NY.GDP.PCAP.PP.KD,TZA,2002,1982.644
NY.GDP.PCAP.PP.KD,TZA,2001,1899.745
NY.GDP.PCAP.PP.KD,TZA,2000,1839.937
NY.GDP.PCAP.PP.KD,TZA,1999,1810.972
NY.GDP.PCAP.PP.KD,TZA,1998,1773.724
NY.GDP.PCAP.PP.KD,TZA,1997,1755.804
NY.GDP.PCAP.PP.KD,TZA,1996,1730.555
NY.GDP.PCAP.PP.KD,TZA,1995,1685.851
NY.GDP.PCAP.PP.KD,UGA,2024,2879.670
NY.GDP.PCAP.PP.KD,UGA,2023,2791.056
NY.GDP.PCAP.PP.KD,UGA,2022,2724.906
NY.GDP.PCAP.PP.KD,UGA,2021,2684.920
NY.GDP.PCAP.PP.KD,UGA,2020,2678.009
NY.GDP.PCAP.PP.KD,UGA,2019,2689.410
NY.GDP.PCAP.PP.KD,UGA,2018,2613.880
NY.GDP.PCAP.PP.KD,UGA,2017,2543.848
NY.GDP.PCAP.PP.KD,UGA,2016,2554.228
NY.GDP.PCAP.PP.KD,UGA,2015,2520.020
NY.GDP.PCAP.PP.KD,UGA,2014,2470.504
NY.GDP.PCAP.PP.KD,UGA,2013,2420.888
NY.GDP.PCAP.PP.KD,UGA,2012,2405.095
NY.GDP.PCAP.PP.KD,UGA,2011,2384.465
NY.GDP.PCAP.PP.KD,UGA,2010,2244.606
NY.GDP.PCAP.PP.KD,UGA,2009,2188.299
NY.GDP.PCAP.PP.KD,UGA,2008,2110.100
NY.GDP.PCAP.PP.KD,UGA,2007,1999.062
NY.GDP.PCAP.PP.KD,UGA,2006,1898.979
NY.GDP.PCAP.PP.KD,UGA,2005,1765.038
NY.GDP.PCAP.PP.KD,UGA,2004,1709.362
NY.GDP.PCAP.PP.KD,UGA,2003,1649.148
NY.GDP.PCAP.PP.KD,UGA,2002,1598.583
NY.GDP.PCAP.PP.KD,UGA,2001,1516.964
NY.GDP.PCAP.PP.KD,UGA,2000,1487.005
NY.GDP.PCAP.PP.KD,UGA,1999,1487.758
NY.GDP.PCAP.PP.KD,UGA,1998,1422.208
NY.GDP.PCAP.PP.KD,UGA,1997,1396.631
NY.GDP.PCAP.PP.KD,UGA,1996,1367.946
NY.GDP.PCAP.PP.KD,UGA,1995,1288.509
NY.GDP.PCAP.PP.KD,ZAF,2024,13597.654
NY.GDP.PCAP.PP.KD,ZAF,2023,13695.376
NY.GDP.PCAP.PP.KD,ZAF,2022,13767.497
NY.GDP.PCAP.PP.KD,ZAF,2021,13681.955
NY.GDP.PCAP.PP.KD,ZAF,2020,13250.567
NY.GDP.PCAP.PP.KD,ZAF,2019,14352.670
NY.GDP.PCAP.PP.KD,ZAF,2018,14553.562
NY.GDP.PCAP.PP.KD,ZAF,2017,14573.598
NY.GDP.PCAP.PP.KD,ZAF,2016,14501.281
NY.GDP.PCAP.PP.KD,ZAF,2015,14541.675
NY.GDP.PCAP.PP.KD,ZAF,2014,14643.338
NY.GDP.PCAP.PP.KD,ZAF,2013,14681.097
NY.GDP.PCAP.PP.KD,ZAF,2012,14563.762
NY.GDP.PCAP.PP.KD,ZAF,2011,14434.261
NY.GDP.PCAP.PP.KD,ZAF,2010,14164.996
NY.GDP.PCAP.PP.KD,ZAF,2009,13910.702
NY.GDP.PCAP.PP.KD,ZAF,2008,14297.689
NY.GDP.PCAP.PP.KD,ZAF,2007,14016.244
NY.GDP.PCAP.PP.KD,ZAF,2006,13444.233
NY.GDP.PCAP.PP.KD,ZAF,2005,12861.563
NY.GDP.PCAP.PP.KD,ZAF,2004,12341.210
NY.GDP.PCAP.PP.KD,ZAF,2003,11923.121
NY.GDP.PCAP.PP.KD,ZAF,2002,11697.566
NY.GDP.PCAP.PP.KD,ZAF,2001,11387.492
NY.GDP.PCAP.PP.KD,ZAF,2000,11183.826
NY.GDP.PCAP.PP.KD,ZAF,1999,10831.659
NY.GDP.PCAP.PP.KD,ZAF,1998,10693.688
NY.GDP.PCAP.PP.KD,ZAF,1997,10770.278
NY.GDP.PCAP.PP.KD,ZAF,1996,10623.860
NY.GDP.PCAP.PP.KD,ZAF,1995,10318.839
NY.GDP.PCAP.PP.KD,BGD,2024,8486.785
NY.GDP.PCAP.PP.KD,BGD,2023,8242.398
NY.GDP.PCAP.PP.KD,BGD,2022,7888.164
NY.GDP.PCAP.PP.KD,BGD,2021,7441.069
NY.GDP.PCAP.PP.KD,BGD,2020,7015.198
NY.GDP.PCAP.PP.KD,BGD,2019,6838.326
NY.GDP.PCAP.PP.KD,BGD,2018,6392.593
NY.GDP.PCAP.PP.KD,BGD,2017,6005.707
NY.GDP.PCAP.PP.KD,BGD,2016,5682.536
NY.GDP.PCAP.PP.KD,BGD,2015,5352.711
NY.GDP.PCAP.PP.KD,BGD,2014,5068.640
NY.GDP.PCAP.PP.KD,BGD,2013,4822.726
NY.GDP.PCAP.PP.KD,BGD,2012,4592.048
NY.GDP.PCAP.PP.KD,BGD,2011,4352.426
NY.GDP.PCAP.PP.KD,BGD,2010,4125.464
NY.GDP.PCAP.PP.KD,BGD,2009,3942.136
NY.GDP.PCAP.PP.KD,BGD,2008,3787.938
NY.GDP.PCAP.PP.KD,BGD,2007,3608.915
NY.GDP.PCAP.PP.KD,BGD,2006,3407.427
NY.GDP.PCAP.PP.KD,BGD,2005,3231.614
NY.GDP.PCAP.PP.KD,BGD,2004,3071.838
NY.GDP.PCAP.PP.KD,BGD,2003,2958.915
NY.GDP.PCAP.PP.KD,BGD,2002,2866.435
NY.GDP.PCAP.PP.KD,BGD,2001,2803.555
NY.GDP.PCAP.PP.KD,BGD,2000,2712.935
NY.GDP.PCAP.PP.KD,BGD,1999,2624.066
NY.GDP.PCAP.PP.KD,BGD,1998,2555.061
NY.GDP.PCAP.PP.KD,BGD,1997,2475.596
NY.GDP.PCAP.PP.KD,BGD,1996,2413.543
NY.GDP.PCAP.PP.KD,BGD,1995,2351.704
NY.GDP.PCAP.PP.KD,CHN,2024,23841.477
NY.GDP.PCAP.PP.KD,CHN,2023,22687.252
NY.GDP.PCAP.PP.KD,CHN,2022,21499.313
NY.GDP.PCAP.PP.KD,CHN,2021,20843.298
NY.GDP.PCAP.PP.KD,CHN,2020,19215.101
NY.GDP.PCAP.PP.KD,CHN,2019,18820.587
NY.GDP.PCAP.PP.KD,CHN,2018,17807.049
NY.GDP.PCAP.PP.KD,CHN,2017,16758.046
NY.GDP.PCAP.PP.KD,CHN,2016,15772.837
NY.GDP.PCAP.PP.KD,CHN,2015,14857.109
NY.GDP.PCAP.PP.KD,CHN,2014,13968.519
NY.GDP.PCAP.PP.KD,CHN,2013,13080.879
NY.GDP.PCAP.PP.KD,CHN,2012,12217.934
NY.GDP.PCAP.PP.KD,CHN,2011,11404.918
NY.GDP.PCAP.PP.KD,CHN,2010,10476.153
NY.GDP.PCAP.PP.KD,CHN,2009,9518.681
NY.GDP.PCAP.PP.KD,CHN,2008,8743.702
NY.GDP.PCAP.PP.KD,CHN,2007,8013.784
NY.GDP.PCAP.PP.KD,CHN,2006,7057.111
NY.GDP.PCAP.PP.KD,CHN,2005,6298.299
NY.GDP.PCAP.PP.KD,CHN,2004,5684.388
NY.GDP.PCAP.PP.KD,CHN,2003,5191.781
NY.GDP.PCAP.PP.KD,CHN,2002,4744.382
NY.GDP.PCAP.PP.KD,CHN,2001,4372.436
NY.GDP.PCAP.PP.KD,CHN,2000,4065.867
NY.GDP.PCAP.PP.KD,CHN,1999,3774.428
NY.GDP.PCAP.PP.KD,CHN,1998,3533.698
NY.GDP.PCAP.PP.KD,CHN,1997,3305.830
NY.GDP.PCAP.PP.KD,CHN,1996,3055.728
NY.GDP.PCAP.PP.KD,CHN,1995,2807.886
NY.GDP.PCAP.PP.KD,CIV,2024,6747.038
NY.GDP.PCAP.PP.KD,CIV,2023,6520.899
NY.GDP.PCAP.PP.KD,CIV,2022,6272.264
NY.GDP.PCAP.PP.KD,CIV,2021,6045.205
NY.GDP.PCAP.PP.KD,CIV,2020,5787.858
NY.GDP.PCAP.PP.KD,CIV,2019,5894.922
NY.GDP.PCAP.PP.KD,CIV,2018,5670.242
NY.GDP.PCAP.PP.KD,CIV,2017,5556.155
NY.GDP.PCAP.PP.KD,CIV,2016,5320.886
NY.GDP.PCAP.PP.KD,CIV,2015,5110.900
NY.GDP.PCAP.PP.KD,CIV,2014,4907.611
NY.GDP.PCAP.PP.KD,CIV,2013,4597.220
NY.GDP.PCAP.PP.KD,CIV,2012,4234.212
NY.GDP.PCAP.PP.KD,CIV,2011,4017.438
NY.GDP.PCAP.PP.KD,CIV,2010,4338.685
NY.GDP.PCAP.PP.KD,CIV,2009,4151.084
NY.GDP.PCAP.PP.KD,CIV,2008,4096.754
NY.GDP.PCAP.PP.KD,CIV,2007,3999.721
NY.GDP.PCAP.PP.KD,CIV,2006,4049.290
NY.GDP.PCAP.PP.KD,CIV,2005,4032.276
NY.GDP.PCAP.PP.KD,CIV,2004,4088.975
NY.GDP.PCAP.PP.KD,CIV,2003,4060.030
NY.GDP.PCAP.PP.KD,CIV,2002,4368.960
NY.GDP.PCAP.PP.KD,CIV,2001,4609.179
NY.GDP.PCAP.PP.KD,CIV,2000,4838.376
NY.GDP.PCAP.PP.KD,CIV,1999,4987.394
NY.GDP.PCAP.PP.KD,CIV,1998,5093.169
NY.GDP.PCAP.PP.KD,CIV,1997,5072.635
NY.GDP.PCAP.PP.KD,CIV,1996,4807.460
NY.GDP.PCAP.PP.KD,CIV,1995,4638.792
NY.GDP.PCAP.PP.KD,CMR,2024,4916.934
NY.GDP.PCAP.PP.KD,CMR,2023,4875.251
NY.GDP.PCAP.PP.KD,CMR,2022,4843.650
NY.GDP.PCAP.PP.KD,CMR,2021,4793.556
NY.GDP.PCAP.PP.KD,CMR,2020,4763.482
NY.GDP.PCAP.PP.KD,CMR,2019,4882.356
NY.GDP.PCAP.PP.KD,CMR,2018,4851.480
NY.GDP.PCAP.PP.KD,CMR,2017,4797.975
NY.GDP.PCAP.PP.KD,CMR,2016,4767.132
NY.GDP.PCAP.PP.KD,CMR,2015,4698.667
NY.GDP.PCAP.PP.KD,CMR,2014,4588.486
NY.GDP.PCAP.PP.KD,CMR,2013,4473.572
NY.GDP.PCAP.PP.KD,CMR,2012,4382.111
NY.GDP.PCAP.PP.KD,CMR,2011,4307.852
NY.GDP.PCAP.PP.KD,CMR,2010,4286.583
NY.GDP.PCAP.PP.KD,CMR,2009,4286.577
NY.GDP.PCAP.PP.KD,CMR,2008,4300.266
NY.GDP.PCAP.PP.KD,CMR,2007,4302.619
NY.GDP.PCAP.PP.KD,CMR,2006,4241.517
NY.GDP.PCAP.PP.KD,CMR,2005,4199.723
NY.GDP.PCAP.PP.KD,CMR,2004,4222.966
NY.GDP.PCAP.PP.KD,CMR,2003,4054.781
NY.GDP.PCAP.PP.KD,CMR,2002,3951.419
NY.GDP.PCAP.PP.KD,CMR,2001,3884.873
NY.GDP.PCAP.PP.KD,CMR,2000,3822.944
NY.GDP.PCAP.PP.KD,CMR,1999,3780.062
NY.GDP.PCAP.PP.KD,CMR,1998,3714.132
NY.GDP.PCAP.PP.KD,CMR,1997,3641.708
NY.GDP.PCAP.PP.KD,CMR,1996,3577.592
NY.GDP.PCAP.PP.KD,CMR,1995,3526.544
NY.GDP.PCAP.PP.KD,IND,2024,9416.051
NY.GDP.PCAP.PP.KD,IND,2023,8870.550
NY.GDP.PCAP.PP.KD,IND,2022,8347.385
NY.GDP.PCAP.PP.KD,IND,2021,7818.657
NY.GDP.PCAP.PP.KD,IND,2020,7186.864
NY.GDP.PCAP.PP.KD,IND,2019,7702.176
NY.GDP.PCAP.PP.KD,IND,2018,7492.626
NY.GDP.PCAP.PP.KD,IND,2017,7116.037
NY.GDP.PCAP.PP.KD,IND,2016,6741.149
NY.GDP.PCAP.PP.KD,IND,2015,6301.673
NY.GDP.PCAP.PP.KD,IND,2014,5905.106
NY.GDP.PCAP.PP.KD,IND,2013,5567.494
NY.GDP.PCAP.PP.KD,IND,2012,5303.502
NY.GDP.PCAP.PP.KD,IND,2011,5098.675
NY.GDP.PCAP.PP.KD,IND,2010,4913.876
NY.GDP.PCAP.PP.KD,IND,2009,4595.380
NY.GDP.PCAP.PP.KD,IND,2008,4322.484
NY.GDP.PCAP.PP.KD,IND,2007,4253.821
NY.GDP.PCAP.PP.KD,IND,2006,4011.086
NY.GDP.PCAP.PP.KD,IND,2005,3770.397
NY.GDP.PCAP.PP.KD,IND,2004,3551.047
NY.GDP.PCAP.PP.KD,IND,2003,3346.888
NY.GDP.PCAP.PP.KD,IND,2002,3157.269
NY.GDP.PCAP.PP.KD,IND,2001,3097.162
NY.GDP.PCAP.PP.KD,IND,2000,3010.422
NY.GDP.PCAP.PP.KD,IND,1999,2954.069
NY.GDP.PCAP.PP.KD,IND,1998,2766.110
NY.GDP.PCAP.PP.KD,IND,1997,2655.929
NY.GDP.PCAP.PP.KD,IND,1996,2603.246
NY.GDP.PCAP.PP.KD,IND,1995,2469.352
NY.GDP.PCAP.PP.KD,KOR,2024,55070.939
NY.GDP.PCAP.PP.KD,KOR,2023,54029.343
NY.GDP.PCAP.PP.KD,KOR,2022,53228.604
NY.GDP.PCAP.PP.KD,KOR,2021,51718.252
NY.GDP.PCAP.PP.KD,KOR,2020,49374.093
NY.GDP.PCAP.PP.KD,KOR,2019,49790.868
NY.GDP.PCAP.PP.KD,KOR,2018,48834.447
NY.GDP.PCAP.PP.KD,KOR,2017,47536.790
NY.GDP.PCAP.PP.KD,KOR,2016,46088.243
NY.GDP.PCAP.PP.KD,KOR,2015,44849.107
NY.GDP.PCAP.PP.KD,KOR,2014,43806.925
NY.GDP.PCAP.PP.KD,KOR,2013,42709.975
NY.GDP.PCAP.PP.KD,KOR,2012,41537.673
NY.GDP.PCAP.PP.KD,KOR,2011,40719.227
NY.GDP.PCAP.PP.KD,KOR,2010,39574.050
NY.GDP.PCAP.PP.KD,KOR,2009,37176.194
