timestamp,occupation,status,domain,count
2020-10-04,Clerical and data entry,new,ru,2
2020-10-04,Creative and multimedia,new,es,47
2020-10-04,Creative and multimedia,new,ph,23
2020-10-04,Creative and multimedia,new,ru,123
2020-10-04,Professional services,new,ru,9
2020-10-04,Sales and marketing support,new,es,9
2020-10-04,Sales and marketing support,new,ph,115
2020-10-04,Sales and marketing support,new,ru,55
2020-10-04,Software development and technology,new,es,104
2020-10-04,Software development and technology,new,ph,6
2020-10-04,Software development and technology,new,ru,191
2020-10-04,Writing and translation,new,es,10
2020-10-04,Writing and translation,new,ph,20
2020-10-04,Writing and translation,new,ru,33
2020-10-05,Clerical and data entry,new,es,4
2020-10-05,Clerical and data entry,new,ph,54
2020-10-05,Clerical and data entry,new,ru,7
2020-10-05,Creative and multimedia,new,es,68
2020-10-05,Creative and multimedia,new,ph,20
2020-10-05,Creative and multimedia,new,ru,130
2020-10-05,Professional services,new,es,1
2020-10-05,Professional services,new,ru,10
2020-10-05,Sales and marketing support,new,es,6
2020-10-05,Sales and marketing support,new,ph,93
2020-10-05,Sales and marketing support,new,ru,45
2020-10-05,Software development and technology,new,es,111
2020-10-05,Software development and technology,new,ph,4
2020-10-05,Software development and technology,new,ru,198
2020-10-05,Writing and translation,new,es,11
2020-10-05,Writing and translation,new,ph,6
2020-10-05,Writing and translation,new,ru,33
2020-10-06,Clerical and data entry,new,es,8
2020-10-06,Clerical and data entry,new,ph,181
2020-10-06,Clerical and data entry,new,ru,19
2020-10-06,Creative and multimedia,new,es,63
2020-10-06,Creative and multimedia,new,ph,55
2020-10-06,Creative and multimedia,new,ru,259
2020-10-06,Professional services,new,ru,18
2020-10-06,Sales and marketing support,new,es,6
2020-10-06,Sales and marketing support,new,ph,275
2020-10-06,Sales and marketing support,new,ru,90
2020-10-06,Software development and technology,new,es,145
2020-10-06,Software development and technology,new,ph,13
2020-10-06,Software development and technology,new,ru,357
2020-10-06,Writing and translation,new,es,22
2020-10-06,Writing and translation,new,ph,38
2020-10-06,Writing and translation,new,ru,56
2020-10-07,Clerical and data entry,new,es,8
2020-10-07,Clerical and data entry,new,ph,155
2020-10-07,Clerical and data entry,new,ru,17
2020-10-07,Creative and multimedia,new,es,89
2020-10-07,Creative and multimedia,new,ph,58
2020-10-07,Creative and multimedia,new,ru,268
2020-10-07,Professional services,new,ru,20
2020-10-07,Sales and marketing support,new,es,12
2020-10-07,Sales and marketing support,new,ph,253
2020-10-07,Sales and marketing support,new,ru,90
2020-10-07,Software development and technology,new,es,134
2020-10-07,Software development and technology,new,ph,11
2020-10-07,Software development and technology,new,ru,371
2020-10-07,Writing and translation,new,es,8
2020-10-07,Writing and translation,new,ph,27
2020-10-07,Writing and translation,new,ru,83
2020-10-08,Clerical and data entry,new,es,11
2020-10-08,Clerical and data entry,new,ph,194
2020-10-08,Clerical and data entry,new,ru,18
2020-10-08,Creative and multimedia,new,es,79
2020-10-08,Creative and multimedia,new,ph,69
2020-10-08,Creative and multimedia,new,ru,276
2020-10-08,Professional services,new,ph,1
2020-10-08,Professional services,new,ru,20
2020-10-08,Sales and marketing support,new,es,6
2020-10-08,Sales and marketing support,new,ph,276
2020-10-08,Sales and marketing support,new,ru,83
2020-10-08,Software development and technology,new,es,132
2020-10-08,Software development and technology,new,ph,6
2020-10-08,Software development and technology,new,ru,404
2020-10-08,Writing and translation,new,es,16
2020-10-08,Writing and translation,new,ph,36
2020-10-08,Writing and translation,new,ru,70
2020-10-09,Clerical and data entry,new,es,11
2020-10-09,Clerical and data entry,new,ph,122
2020-10-09,Clerical and data entry,new,ru,16
2020-10-09,Creative and multimedia,new,es,90
2020-10-09,Creative and multimedia,new,ph,44
2020-10-09,Creative and multimedia,new,ru,282
2020-10-09,Professional services,new,es,1
2020-10-09,Professional services,new,ru,27
2020-10-09,Sales and marketing support,new,es,8
2020-10-09,Sales and marketing support,new,ph,182
2020-10-09,Sales and marketing support,new,ru,104
2020-10-09,Software development and technology,new,es,154
2020-10-09,Software development and technology,new,ph,12
2020-10-09,Software development and technology,new,ru,333
2020-10-09,Writing and translation,new,es,20
2020-10-09,Writing and translation,new,ph,26
2020-10-09,Writing and translation,new,ru,64
2020-10-10,Clerical and data entry,new,es,10
2020-10-10,Clerical and data entry,new,ph,140
2020-10-10,Clerical and data entry,new,ru,14
2020-10-10,Creative and multimedia,new,es,61
2020-10-10,Creative and multimedia,new,ph,36
2020-10-10,Creative and multimedia,new,ru,237
2020-10-10,Professional services,new,es,1
2020-10-10,Professional services,new,ru,23
2020-10-10,Sales and marketing support,new,es,10
2020-10-10,Sales and marketing support,new,ph,184
2020-10-10,Sales and marketing support,new,ru,68
2020-10-10,Software development and technology,new,es,166
2020-10-10,Software development and technology,new,ph,4
2020-10-10,Software development and technology,new,ru,304
2020-10-10,Writing and translation,new,es,15
2020-10-10,Writing and translation,new,ph,28
2020-10-10,Writing and translation,new,ru,62
2020-10-11,Clerical and data entry,new,es,4
2020-10-11,Clerical and data entry,new,ph,72
2020-10-11,Clerical and data entry,new,ru,9
2020-10-11,Creative and multimedia,new,es,49
2020-10-11,Creative and multimedia,new,ph,15
2020-10-11,Creative and multimedia,new,ru,140
2020-10-11,Professional services,new,es,1
2020-10-11,Professional services,new,ru,14
2020-10-11,Sales and marketing support,new,es,13
2020-10-11,Sales and marketing support,new,ph,84
2020-10-11,Sales and marketing support,new,ru,41
2020-10-11,Software development and technology,new,es,105
2020-10-11,Software development and technology,new,ph,1
2020-10-11,Software development and technology,new,ru,196
2020-10-11,Writing and translation,new,es,12
2020-10-11,Writing and translation,new,ph,14
2020-10-11,Writing and translation,new,ru,32
2020-10-12,Clerical and data entry,new,es,13
2020-10-12,Clerical and data entry,new,ph,103
2020-10-12,Clerical and data entry,new,ru,8
2020-10-12,Creative and multimedia,new,es,76
2020-10-12,Creative and multimedia,new,ph,30
2020-10-12,Creative and multimedia,new,ru,148
2020-10-12,Professional services,new,es,2
2020-10-12,Professional services,new,ph,1
2020-10-12,Professional services,new,ru,8
2020-10-12,Sales and marketing support,new,es,10
2020-10-12,Sales and marketing support,new,ph,166
2020-10-12,Sales and marketing support,new,ru,58
2020-10-12,Software development and technology,new,es,153
2020-10-12,Software development and technology,new,ph,5
2020-10-12,Software development and technology,new,ru,195
2020-10-12,Writing and translation,new,es,16
2020-10-12,Writing and translation,new,ph,13
2020-10-12,Writing and translation,new,ru,45
2020-10-13,Clerical and data entry,new,es,7
2020-10-13,Clerical and data entry,new,ph,193
2020-10-13,Clerical and data entry,new,ru,17
2020-10-13,Creative and multimedia,new,es,60
2020-10-13,Creative and multimedia,new,ph,52
2020-10-13,Creative and multimedia,new,ru,278
2020-10-13,Professional services,new,es,1
2020-10-13,Professional services,new,ru,22
2020-10-13,Sales and marketing support,new,es,18
2020-10-13,Sales and marketing support,new,ph,278
2020-10-13,Sales and marketing support,new,ru,89
2020-10-13,Software development and technology,new,es,176
2020-10-13,Software development and technology,new,ph,10
2020-10-13,Software development and technology,new,ru,379
2020-10-13,Writing and translation,new,es,18
2020-10-13,Writing and translation,new,ph,30
2020-10-13,Writing and translation,new,ru,70
2020-10-14,Clerical and data entry,new,es,10
2020-10-14,Clerical and data entry,new,ph,208
2020-10-14,Clerical and data entry,new,ru,14
2020-10-14,Creative and multimedia,new,es,88
2020-10-14,Creative and multimedia,new,ph,45
2020-10-14,Creative and multimedia,new,ru,272
2020-10-14,Professional services,new,ru,29
2020-10-14,Sales and marketing support,new,es,12
2020-10-14,Sales and marketing support,new,ph,284
2020-10-14,Sales and marketing support,new,ru,88
2020-10-14,Software development and technology,new,es,161
2020-10-14,Software development and technology,new,ph,14
2020-10-14,Software development and technology,new,ru,357
2020-10-14,Writing and translation,new,es,18
2020-10-14,Writing and translation,new,ph,40
2020-10-14,Writing and translation,new,ru,77
2020-10-15,Clerical and data entry,new,es,4
2020-10-15,Clerical and data entry,new,ph,151
2020-10-15,Clerical and data entry,new,ru,11
2020-10-15,Creative and multimedia,new,es,50
2020-10-15,Creative and multimedia,new,ph,43
2020-10-15,Creative and multimedia,new,ru,254
2020-10-15,Professional services,new,ph,1
2020-10-15,Professional services,new,ru,23
2020-10-15,Sales and marketing support,new,es,14
2020-10-15,Sales and marketing support,new,ph,232
2020-10-15,Sales and marketing support,new,ru,92
2020-10-15,Software development and technology,new,es,167
2020-10-15,Software development and technology,new,ph,8
2020-10-15,Software development and technology,new,ru,360
2020-10-15,Writing and translation,new,es,18
2020-10-15,Writing and translation,new,ph,18
2020-10-15,Writing and translation,new,ru,61
2020-10-16,Clerical and data entry,new,es,9
2020-10-16,Clerical and data entry,new,ph,174
2020-10-16,Clerical and data entry,new,ru,6
2020-10-16,Creative and multimedia,new,es,85
2020-10-16,Creative and multimedia,new,ph,39
2020-10-16,Creative and multimedia,new,ru,269
2020-10-16,Professional services,new,es,2
2020-10-16,Professional services,new,ru,21
2020-10-16,Sales and marketing support,new,es,7
2020-10-16,Sales and marketing support,new,ph,247
2020-10-16,Sales and marketing support,new,ru,99
2020-10-16,Software development and technology,new,es,134
2020-10-16,Software development and technology,new,ph,7
2020-10-16,Software development and technology,new,ru,371
2020-10-16,Writing and translation,new,es,23
2020-10-16,Writing and translation,new,ph,35
2020-10-16,Writing and translation,new,ru,53
2020-10-17,Clerical and data entry,new,es,11
2020-10-17,Clerical and data entry,new,ph,143
2020-10-17,Clerical and data entry,new,ru,15
2020-10-17,Creative and multimedia,new,es,70
2020-10-17,Creative and multimedia,new,ph,41
2020-10-17,Creative and multimedia,new,ru,247
2020-10-17,Professional services,new,ru,22
2020-10-17,Sales and marketing support,new,es,8
2020-10-17,Sales and marketing support,new,ph,200
2020-10-17,Sales and marketing support,new,ru,84
2020-10-17,Software development and technology,new,es,165
2020-10-17,Software development and technology,new,ph,11
2020-10-17,Software development and technology,new,ru,308
2020-10-17,Writing and translation,new,es,18
2020-10-17,Writing and translation,new,ph,20
2020-10-17,Writing and translation,new,ru,50
2020-10-18,Clerical and data entry,new,es,10
2020-10-18,Clerical and data entry,new,ph,108
2020-10-18,Clerical and data entry,new,ru,9
2020-10-18,Creative and multimedia,new,es,79
2020-10-18,Creative and multimedia,new,ph,34
2020-10-18,Creative and multimedia,new,ru,143
2020-10-18,Professional services,new,es,1
2020-10-18,Professional services,new,ph,1
2020-10-18,Professional services,new,ru,12
2020-10-18,Sales and marketing support,new,es,5
2020-10-18,Sales and marketing support,new,ph,134
2020-10-18,Sales and marketing support,new,ru,56
2020-10-18,Software development and technology,new,es,136
2020-10-18,Software development and technology,new,ph,8
2020-10-18,Software development and technology,new,ru,183
2020-10-18,Writing and translation,new,es,13
2020-10-18,Writing and translation,new,ph,31
2020-10-18,Writing and translation,new,ru,32
2020-10-19,Clerical and data entry,new,es,5
2020-10-19,Clerical and data entry,new,ph,76
2020-10-19,Clerical and data entry,new,ru,5
2020-10-19,Creative and multimedia,new,es,59
2020-10-19,Creative and multimedia,new,ph,15
2020-10-19,Creative and multimedia,new,ru,128
2020-10-19,Professional services,new,es,1
2020-10-19,Professional services,new,ph,1
2020-10-19,Professional services,new,ru,13
2020-10-19,Sales and marketing support,new,es,4
2020-10-19,Sales and marketing support,new,ph,60
2020-10-19,Sales and marketing support,new,ru,58
2020-10-19,Software development and technology,new,es,115
2020-10-19,Software development and technology,new,ru,200
2020-10-19,Writing and translation,new,es,16
2020-10-19,Writing and translation,new,ph,14
2020-10-19,Writing and translation,new,ru,31
2020-10-20,Clerical and data entry,new,es,7
2020-10-20,Clerical and data entry,new,ph,223
2020-10-20,Clerical and data entry,new,ru,21
2020-10-20,Creative and multimedia,new,es,98
2020-10-20,Creative and multimedia,new,ph,50
2020-10-20,Creative and multimedia,new,ru,283
2020-10-20,Professional services,new,ph,1
2020-10-20,Professional services,new,ru,28
2020-10-20,Sales and marketing support,new,es,9
2020-10-20,Sales and marketing support,new,ph,276
2020-10-20,Sales and marketing support,new,ru,73
2020-10-20,Software development and technology,new,es,145
2020-10-20,Software development and technology,new,ph,9
2020-10-20,Software development and technology,new,ru,385
2020-10-20,Writing and translation,new,es,12
2020-10-20,Writing and translation,new,ph,32
2020-10-20,Writing and translation,new,ru,72
2020-10-21,Clerical and data entry,new,es,17
2020-10-21,Clerical and data entry,new,ph,195
2020-10-21,Clerical and data entry,new,ru,18
2020-10-21,Creative and multimedia,new,es,73
2020-10-21,Creative and multimedia,new,ph,50
2020-10-21,Creative and multimedia,new,ru,288
2020-10-21,Professional services,new,es,1
2020-10-21,Professional services,new,ru,23
2020-10-21,Sales and marketing support,new,es,9
2020-10-21,Sales and marketing support,new,ph,257
2020-10-21,Sales and marketing support,new,ru,111
2020-10-21,Software development and technology,new,es,152
2020-10-21,Software development and technology,new,ph,11
2020-10-21,Software development and technology,new,ru,384
2020-10-21,Writing and translation,new,es,10
2020-10-21,Writing and translation,new,ph,39
2020-10-21,Writing and translation,new,ru,71
2020-10-22,Clerical and data entry,new,es,11
2020-10-22,Clerical and data entry,new,ph,180
2020-10-22,Clerical and data entry,new,ru,9
2020-10-22,Creative and multimedia,new,es,76
2020-10-22,Creative and multimedia,new,ph,49
2020-10-22,Creative and multimedia,new,ru,176
2020-10-22,Professional services,new,ph,1
2020-10-22,Professional services,new,ru,9
2020-10-22,Sales and marketing support,new,es,12
2020-10-22,Sales and marketing support,new,ph,265
2020-10-22,Sales and marketing support,new,ru,62
2020-10-22,Software development and technology,new,es,135
2020-10-22,Software development and technology,new,ph,6
2020-10-22,Software development and technology,new,ru,222
2020-10-22,Writing and translation,new,es,13
2020-10-22,Writing and translation,new,ph,38
2020-10-22,Writing and translation,new,ru,50
2020-10-23,Clerical and data entry,new,es,12
2020-10-23,Clerical and data entry,new,ph,170
2020-10-23,Clerical and data entry,new,ru,15
2020-10-23,Creative and multimedia,new,es,80
2020-10-23,Creative and multimedia,new,ph,40
2020-10-23,Creative and multimedia,new,ru,335
2020-10-23,Professional services,new,ru,33
2020-10-23,Sales and marketing support,new,es,16
2020-10-23,Sales and marketing support,new,ph,256
2020-10-23,Sales and marketing support,new,ru,147
2020-10-23,Software development and technology,new,es,146
2020-10-23,Software development and technology,new,ph,6
2020-10-23,Software development and technology,new,ru,512
2020-10-23,Writing and translation,new,es,16
2020-10-23,Writing and translation,new,ph,27
2020-10-23,Writing and translation,new,ru,90
2020-10-24,Clerical and data entry,new,es,11
2020-10-24,Clerical and data entry,new,ph,143
2020-10-24,Clerical and data entry,new,ru,18
2020-10-24,Creative and multimedia,new,es,75
2020-10-24,Creative and multimedia,new,ph,39
2020-10-24,Creative and multimedia,new,ru,228
2020-10-24,Professional services,new,es,2
2020-10-24,Professional services,new,ph,1
2020-10-24,Professional services,new,ru,16
2020-10-24,Sales and marketing support,new,es,8
2020-10-24,Sales and marketing support,new,ph,232
2020-10-24,Sales and marketing support,new,ru,78
2020-10-24,Software development and technology,new,es,142
2020-10-24,Software development and technology,new,ph,6
2020-10-24,Software development and technology,new,ru,356
2020-10-24,Writing and translation,new,es,21
2020-10-24,Writing and translation,new,ph,43
2020-10-24,Writing and translation,new,ru,62
2020-10-25,Clerical and data entry,new,es,12
2020-10-25,Clerical and data entry,new,ph,80
2020-10-25,Clerical and data entry,new,ru,12
2020-10-25,Creative and multimedia,new,es,75
2020-10-25,Creative and multimedia,new,ph,18
2020-10-25,Creative and multimedia,new,ru,125
2020-10-25,Professional services,new,es,1
2020-10-25,Professional services,new,ru,13
2020-10-25,Sales and marketing support,new,es,5
2020-10-25,Sales and marketing support,new,ph,90
2020-10-25,Sales and marketing support,new,ru,51
2020-10-25,Software development and technology,new,es,123
2020-10-25,Software development and technology,new,ph,1
2020-10-25,Software development and technology,new,ru,171
2020-10-25,Writing and translation,new,es,17
2020-10-25,Writing and translation,new,ph,13
2020-10-25,Writing and translation,new,ru,43
2020-10-26,Clerical and data entry,new,es,7
2020-10-26,Clerical and data entry,new,ph,103
2020-10-26,Clerical and data entry,new,ru,9
2020-10-26,Creative and multimedia,new,es,71
2020-10-26,Creative and multimedia,new,ph,23
2020-10-26,Creative and multimedia,new,ru,129
2020-10-26,Professional services,new,es,3
2020-10-26,Professional services,new,ru,14
2020-10-26,Sales and marketing support,new,es,12
2020-10-26,Sales and marketing support,new,ph,136
2020-10-26,Sales and marketing support,new,ru,49
2020-10-26,Software development and technology,new,es,118
2020-10-26,Software development and technology,new,ph,8
2020-10-26,Software development and technology,new,ru,179
2020-10-26,Writing and translation,new,es,20
2020-10-26,Writing and translation,new,ph,24
2020-10-26,Writing and translation,new,ru,36
2020-10-27,Clerical and data entry,new,es,12
2020-10-27,Clerical and data entry,new,ph,150
2020-10-27,Clerical and data entry,new,ru,15
2020-10-27,Creative and multimedia,new,es,73
2020-10-27,Creative and multimedia,new,ph,50
2020-10-27,Creative and multimedia,new,ru,292
2020-10-27,Professional services,new,es,3
2020-10-27,Professional services,new,ru,25
2020-10-27,Sales and marketing support,new,es,11
2020-10-27,Sales and marketing support,new,ph,239
2020-10-27,Sales and marketing support,new,ru,85
2020-10-27,Software development and technology,new,es,123
2020-10-27,Software development and technology,new,ph,9
2020-10-27,Software development and technology,new,ru,395
2020-10-27,Writing and translation,new,es,30
2020-10-27,Writing and translation,new,ph,32
2020-10-27,Writing and translation,new,ru,68
2020-10-28,Clerical and data entry,new,es,5
2020-10-28,Clerical and data entry,new,ph,186
2020-10-28,Clerical and data entry,new,ru,16
2020-10-28,Creative and multimedia,new,es,55
2020-10-28,Creative and multimedia,new,ph,45
2020-10-28,Creative and multimedia,new,ru,311
2020-10-28,Professional services,new,es,1
2020-10-28,Professional services,new,ru,26
2020-10-28,Sales and marketing support,new,es,20
2020-10-28,Sales and marketing support,new,ph,303
2020-10-28,Sales and marketing support,new,ru,99
2020-10-28,Software development and technology,new,es,152
2020-10-28,Software development and technology,new,ph,10
2020-10-28,Software development and technology,new,ru,392
2020-10-28,Writing and translation,new,es,24
2020-10-28,Writing and translation,new,ph,37
2020-10-28,Writing and translation,new,ru,56
2020-10-29,Clerical and data entry,new,es,10
2020-10-29,Clerical and data entry,new,ph,149
2020-10-29,Clerical and data entry,new,ru,12
2020-10-29,Creative and multimedia,new,es,61
2020-10-29,Creative and multimedia,new,ph,48
2020-10-29,Creative and multimedia,new,ru,258
2020-10-29,Professional services,new,es,1
2020-10-29,Professional services,new,ru,28
2020-10-29,Sales and marketing support,new,es,11
2020-10-29,Sales and marketing support,new,ph,238
2020-10-29,Sales and marketing support,new,ru,84
2020-10-29,Software development and technology,new,es,140
2020-10-29,Software development and technology,new,ph,8
2020-10-29,Software development and technology,new,ru,340
2020-10-29,Writing and translation,new,es,13
2020-10-29,Writing and translation,new,ph,22
2020-10-29,Writing and translation,new,ru,67
2020-10-30,Clerical and data entry,new,es,5
2020-10-30,Clerical and data entry,new,ph,139
2020-10-30,Clerical and data entry,new,ru,24
2020-10-30,Creative and multimedia,new,es,79
2020-10-30,Creative and multimedia,new,ph,46
2020-10-30,Creative and multimedia,new,ru,292
2020-10-30,Professional services,new,ru,31
2020-10-30,Sales and marketing support,new,es,12
2020-10-30,Sales and marketing support,new,ph,262
2020-10-30,Sales and marketing support,new,ru,112
2020-10-30,Software development and technology,new,es,141
2020-10-30,Software development and technology,new,ph,11
2020-10-30,Software development and technology,new,ru,548
2020-10-30,Writing and translation,new,es,14
2020-10-30,Writing and translation,new,ph,30
2020-10-30,Writing and translation,new,ru,66
2020-10-31,Clerical and data entry,new,es,8
2020-10-31,Clerical and data entry,new,ph,173
2020-10-31,Clerical and data entry,new,ru,12
2020-10-31,Creative and multimedia,new,es,69
2020-10-31,Creative and multimedia,new,ph,35
2020-10-31,Creative and multimedia,new,ru,160
2020-10-31,Professional services,new,es,2
2020-10-31,Professional services,new,ru,12
2020-10-31,Sales and marketing support,new,es,11
2020-10-31,Sales and marketing support,new,ph,229
2020-10-31,Sales and marketing support,new,ru,65
2020-10-31,Software development and technology,new,es,139
2020-10-31,Software development and technology,new,ph,10
2020-10-31,Software development and technology,new,ru,244
2020-10-31,Writing and translation,new,es,17
2020-10-31,Writing and translation,new,ph,27
2020-10-31,Writing and translation,new,ru,52
2020-11-01,Clerical and data entry,new,es,7
2020-11-01,Clerical and data entry,new,ph,56
2020-11-01,Clerical and data entry,new,ru,12
2020-11-01,Creative and multimedia,new,es,67
2020-11-01,Creative and multimedia,new,ph,24
2020-11-01,Creative and multimedia,new,ru,136
2020-11-01,Professional services,new,ru,7
2020-11-01,Sales and marketing support,new,es,14
2020-11-01,Sales and marketing support,new,ph,110
2020-11-01,Sales and marketing support,new,ru,43
2020-11-01,Software development and technology,new,es,127
2020-11-01,Software development and technology,new,ph,6
2020-11-01,Software development and technology,new,ru,204
2020-11-01,Writing and translation,new,es,13
2020-11-01,Writing and translation,new,ph,14
2020-11-01,Writing and translation,new,ru,25
2020-11-02,Clerical and data entry,new,es,6
2020-11-02,Clerical and data entry,new,ph,61
2020-11-02,Clerical and data entry,new,ru,3
2020-11-02,Creative and multimedia,new,es,70
2020-11-02,Creative and multimedia,new,ph,16
2020-11-02,Creative and multimedia,new,ru,138
2020-11-02,Professional services,new,es,2
2020-11-02,Professional services,new,ru,12
2020-11-02,Sales and marketing support,new,es,8
2020-11-02,Sales and marketing support,new,ph,82
2020-11-02,Sales and marketing support,new,ru,51
2020-11-02,Software development and technology,new,es,105
2020-11-02,Software development and technology,new,ph,4
2020-11-02,Software development and technology,new,ru,235
2020-11-02,Writing and translation,new,es,13
2020-11-02,Writing and translation,new,ph,10
2020-11-02,Writing and translation,new,ru,31
2020-11-03,Clerical and data entry,new,es,10
2020-11-03,Clerical and data entry,new,ph,183
2020-11-03,Clerical and data entry,new,ru,15
2020-11-03,Creative and multimedia,new,es,79
2020-11-03,Creative and multimedia,new,ph,60
2020-11-03,Creative and multimedia,new,ru,310
2020-11-03,Professional services,new,es,1
2020-11-03,Professional services,new,ru,18
2020-11-03,Sales and marketing support,new,es,6
2020-11-03,Sales and marketing support,new,ph,261
2020-11-03,Sales and marketing support,new,ru,99
2020-11-03,Software development and technology,new,es,126
2020-11-03,Software development and technology,new,ph,6
2020-11-03,Software development and technology,new,ru,423
2020-11-03,Writing and translation,new,es,14
2020-11-03,Writing and translation,new,ph,37
2020-11-03,Writing and translation,new,ru,74
2020-11-04,Clerical and data entry,new,es,10
2020-11-04,Clerical and data entry,new,ph,154
2020-11-04,Clerical and data entry,new,ru,18
2020-11-04,Creative and multimedia,new,es,126
2020-11-04,Creative and multimedia,new,ph,48
2020-11-04,Creative and multimedia,new,ru,258
2020-11-04,Professional services,new,es,5
2020-11-04,Professional services,new,ru,24
2020-11-04,Sales and marketing support,new,es,29
2020-11-04,Sales and marketing support,new,ph,225
2020-11-04,Sales and marketing support,new,ru,108
2020-11-04,Software development and technology,new,es,256
2020-11-04,Software development and technology,new,ph,7
2020-11-04,Software development and technology,new,ru,423
2020-11-04,Writing and translation,new,es,49
2020-11-04,Writing and translation,new,ph,46
2020-11-04,Writing and translation,new,ru,74
2020-11-05,Clerical and data entry,new,es,7
2020-11-05,Clerical and data entry,new,ph,231
2020-11-05,Clerical and data entry,new,ru,13
2020-11-05,Creative and multimedia,new,es,58
2020-11-05,Creative and multimedia,new,ph,49
2020-11-05,Creative and multimedia,new,ru,157
2020-11-05,Professional services,new,es,1
2020-11-05,Professional services,new,ru,22
2020-11-05,Sales and marketing support,new,es,14
2020-11-05,Sales and marketing support,new,ph,286
2020-11-05,Sales and marketing support,new,ru,79
2020-11-05,Software development and technology,new,es,127
2020-11-05,Software development and technology,new,ph,5
2020-11-05,Software development and technology,new,ru,772
2020-11-05,Writing and translation,new,es,21
2020-11-05,Writing and translation,new,ph,53
2020-11-05,Writing and translation,new,ru,29
2020-11-06,Clerical and data entry,new,es,13
2020-11-06,Clerical and data entry,new,ph,161
2020-11-06,Clerical and data entry,new,ru,24
2020-11-06,Creative and multimedia,new,es,109
2020-11-06,Creative and multimedia,new,ph,43
2020-11-06,Creative and multimedia,new,ru,448
2020-11-06,Professional services,new,ru,27
2020-11-06,Sales and marketing support,new,es,34
2020-11-06,Sales and marketing support,new,ph,234
2020-11-06,Sales and marketing support,new,ru,158
2020-11-06,Software development and technology,new,es,313
2020-11-06,Software development and technology,new,ph,8
2020-11-06,Software development and technology,new,ru,393
2020-11-06,Writing and translation,new,es,50
2020-11-06,Writing and translation,new,ph,39
2020-11-06,Writing and translation,new,ru,109
2020-11-07,Clerical and data entry,new,es,16
2020-11-07,Clerical and data entry,new,ph,105
2020-11-07,Clerical and data entry,new,ru,12
2020-11-07,Creative and multimedia,new,es,70
2020-11-07,Creative and multimedia,new,ph,39
2020-11-07,Creative and multimedia,new,ru,160
2020-11-07,Professional services,new,es,1
2020-11-07,Professional services,new,ru,12
2020-11-07,Sales and marketing support,new,es,11
2020-11-07,Sales and marketing support,new,ph,168
2020-11-07,Sales and marketing support,new,ru,65
2020-11-07,Software development and technology,new,es,143
2020-11-07,Software development and technology,new,ph,4
2020-11-07,Software development and technology,new,ru,244
2020-11-07,Writing and translation,new,es,15
2020-11-07,Writing and translation,new,ph,33
2020-11-07,Writing and translation,new,ru,52
2020-11-08,Clerical and data entry,new,es,16
2020-11-08,Clerical and data entry,new,ph,112
2020-11-08,Creative and multimedia,new,es,58
2020-11-08,Creative and multimedia,new,ph,26
2020-11-08,Sales and marketing support,new,es,16
2020-11-08,Sales and marketing support,new,ph,134
2020-11-08,Software development and technology,new,es,118
2020-11-08,Software development and technology,new,ph,4
2020-11-08,Writing and translation,new,es,24
2020-11-08,Writing and translation,new,ph,27
2020-11-09,Clerical and data entry,new,es,14
2020-11-09,Clerical and data entry,new,ph,61
2020-11-09,Clerical and data entry,new,ru,3
2020-11-09,Creative and multimedia,new,es,58
2020-11-09,Creative and multimedia,new,ph,29
2020-11-09,Creative and multimedia,new,ru,138
2020-11-09,Professional services,new,ru,12
2020-11-09,Sales and marketing support,new,es,12
2020-11-09,Sales and marketing support,new,ph,108
2020-11-09,Sales and marketing support,new,ru,51
2020-11-09,Software development and technology,new,es,126
2020-11-09,Software development and technology,new,ph,3
2020-11-09,Software development and technology,new,ru,235
2020-11-09,Writing and translation,new,es,24
2020-11-09,Writing and translation,new,ph,20
2020-11-09,Writing and translation,new,ru,31
2020-11-10,Clerical and data entry,new,es,8
2020-11-10,Clerical and data entry,new,ph,145
2020-11-10,Clerical and data entry,new,ru,13
2020-11-10,Creative and multimedia,new,es,82
2020-11-10,Creative and multimedia,new,ph,56
2020-11-10,Creative and multimedia,new,ru,256
2020-11-10,Professional services,new,ru,29
2020-11-10,Sales and marketing support,new,es,11
2020-11-10,Sales and marketing support,new,ph,246
2020-11-10,Sales and marketing support,new,ru,99
2020-11-10,Software development and technology,new,es,137
2020-11-10,Software development and technology,new,ph,9
2020-11-10,Software development and technology,new,ru,361
2020-11-10,Writing and translation,new,es,25
2020-11-10,Writing and translation,new,ph,35
2020-11-10,Writing and translation,new,ru,50
2020-11-11,Clerical and data entry,new,es,11
2020-11-11,Clerical and data entry,new,ph,158
2020-11-11,Clerical and data entry,new,ru,16
2020-11-11,Creative and multimedia,new,es,61
2020-11-11,Creative and multimedia,new,ph,39
2020-11-11,Creative and multimedia,new,ru,253
2020-11-11,Professional services,new,ru,27
2020-11-11,Sales and marketing support,new,es,15
2020-11-11,Sales and marketing support,new,ph,298
2020-11-11,Sales and marketing support,new,ru,66
2020-11-11,Software development and technology,new,es,130
2020-11-11,Software development and technology,new,ph,7
2020-11-11,Software development and technology,new,ru,384
2020-11-11,Writing and translation,new,es,15
2020-11-11,Writing and translation,new,ph,38
2020-11-11,Writing and translation,new,ru,48
2020-11-12,Clerical and data entry,new,es,6
2020-11-12,Clerical and data entry,new,ph,130
2020-11-12,Clerical and data entry,new,ru,11
2020-11-12,Creative and multimedia,new,es,85
