indicator,iso3,year,value
NV.IND.MANF.ZS,GHA,2002,9.02726044779174
NV.IND.MANF.ZS,GHA,2001,9.00298654871069
NV.IND.MANF.ZS,GHA,2000,9.01684927723046
NV.IND.MANF.ZS,GHA,1999,9.02438313297505
NV.IND.MANF.ZS,GHA,1998,8.98762719703978
NV.IND.MANF.ZS,GHA,1997,9.0516813808154
NV.IND.MANF.ZS,GHA,1996,8.63414677167577
NV.IND.MANF.ZS,GHA,1995,9.32698633848059
NV.IND.MANF.ZS,KEN,2024,7.29301063096746
NV.IND.MANF.ZS,KEN,2023,7.48743648398488
NV.IND.MANF.ZS,KEN,2022,7.74068726212304
NV.IND.MANF.ZS,KEN,2021,7.36330136314107
NV.IND.MANF.ZS,KEN,2020,7.59983835849882
NV.IND.MANF.ZS,KEN,2019,7.90461593672111
NV.IND.MANF.ZS,KEN,2018,8.40838529183248
NV.IND.MANF.ZS,KEN,2017,8.7391417305051
NV.IND.MANF.ZS,KEN,2016,9.32149110147083
NV.IND.MANF.ZS,KEN,2015,9.97517981812866
NV.IND.MANF.ZS,KEN,2014,10.0650334327975
NV.IND.MANF.ZS,KEN,2013,10.9090166252394
NV.IND.MANF.ZS,KEN,2012,11.0833402731294
NV.IND.MANF.ZS,KEN,2011,12.0477672867887
NV.IND.MANF.ZS,KEN,2010,11.160375024669
NV.IND.MANF.ZS,KEN,2009,11.4929531371255
NV.IND.MANF.ZS,KEN,2008,12.0957706183263
NV.IND.MANF.ZS,KEN,2007,12.7904398588978
NV.IND.MANF.ZS,KEN,2006,12.6893553901337
NV.IND.MANF.ZS,KEN,2005,10.5360857511169
NV.IND.MANF.ZS,KEN,2004,10.0007925739742
NV.IND.MANF.ZS,KEN,2003,9.70902523630876
NV.IND.MANF.ZS,KEN,2002,9.82360946248357
NV.IND.MANF.ZS,KEN,2001,9.77993983656482
NV.IND.MANF.ZS,KEN,2000,10.3155807456118
NV.IND.MANF.ZS,KEN,1999,10.144580113851
NV.IND.MANF.ZS,KEN,1998,10.9299604775788
NV.IND.MANF.ZS,KEN,1997,11.5682845804238
NV.IND.MANF.ZS,KEN,1996,11.8594821496574
NV.IND.MANF.ZS,KEN,1995,8.36344720268473
NV.IND.MANF.ZS,NGA,2024,8.65727818023026
NV.IND.MANF.ZS,NGA,2023,9.27310124869983
NV.IND.MANF.ZS,NGA,2022,9.13653170096745
NV.IND.MANF.ZS,NGA,2021,8.81727551851363
NV.IND.MANF.ZS,NGA,2020,8.08452488335187
NV.IND.MANF.ZS,NGA,2019,9.10054556616305
NV.IND.MANF.ZS,NGA,2018,9.64894748123428
NV.IND.MANF.ZS,NGA,2017,8.74199349233524
NV.IND.MANF.ZS,NGA,2016,8.67969778226601
NV.IND.MANF.ZS,NGA,2015,9.42843732193195
NV.IND.MANF.ZS,NGA,2014,9.63581160269249
NV.IND.MANF.ZS,NGA,2013,8.92892932163337
NV.IND.MANF.ZS,NGA,2012,7.72454667174331
NV.IND.MANF.ZS,NGA,2011,7.17108429622259
NV.IND.MANF.ZS,NGA,2010,6.55281697605782
NV.IND.MANF.ZS,NGA,2009,7.83841193667148
NV.IND.MANF.ZS,NGA,2008,8.16891297221069
NV.IND.MANF.ZS,NGA,2007,8.40137965701994
NV.IND.MANF.ZS,NGA,2006,8.85287260810424
NV.IND.MANF.ZS,NGA,2005,10.0610833215667
NV.IND.MANF.ZS,NGA,2004,10.8615699226756
NV.IND.MANF.ZS,NGA,2003,12.0606068369615
NV.IND.MANF.ZS,NGA,2002,11.8118130815755
NV.IND.MANF.ZS,NGA,2001,13.9253596044022
NV.IND.MANF.ZS,NGA,2000,13.93340041394
NV.IND.MANF.ZS,NGA,1999,16.2573691313088
NV.IND.MANF.ZS,NGA,1998,17.4505658778831
NV.IND.MANF.ZS,NGA,1997,19.1985314411312
NV.IND.MANF.ZS,NGA,1996,19.1010802100397
NV.IND.MANF.ZS,NGA,1995,19.9937155656229
NV.IND.MANF.ZS,RWA,2024,8.12432309976712
NV.IND.MANF.ZS,RWA,2023,8.57287430645499
NV.IND.MANF.ZS,RWA,2022,9.19458568443561
NV.IND.MANF.ZS,RWA,2021,8.93722335173867
NV.IND.MANF.ZS,RWA,2020,8.38267576356643
NV.IND.MANF.ZS,RWA,2019,8.11348479192272
NV.IND.MANF.ZS,RWA,2018,7.56329641002415
NV.IND.MANF.ZS,RWA,2017,7.75200634084875
NV.IND.MANF.ZS,RWA,2016,6.78206077593307
NV.IND.MANF.ZS,RWA,2015,6.9117718224902
NV.IND.MANF.ZS,RWA,2014,6.90861755922836
NV.IND.MANF.ZS,RWA,2013,6.91956424679743
NV.IND.MANF.ZS,RWA,2012,8.39219860144914
NV.IND.MANF.ZS,RWA,2011,8.47147925157509
NV.IND.MANF.ZS,RWA,2010,8.35730570559983
NV.IND.MANF.ZS,RWA,2009,8.0845491368897
NV.IND.MANF.ZS,RWA,2008,8.03200329962091
NV.IND.MANF.ZS,RWA,2007,8.24663673521038
NV.IND.MANF.ZS,RWA,2006,9.12448670069663
NV.IND.MANF.ZS,RWA,2005,8.71904488918662
NV.IND.MANF.ZS,RWA,2004,8.85306276240368
NV.IND.MANF.ZS,RWA,2003,8.89860393782707
NV.IND.MANF.ZS,RWA,2002,9.76910210581291
NV.IND.MANF.ZS,RWA,2001,9.07112442912915
NV.IND.MANF.ZS,RWA,2000,9.63672597137736
NV.IND.MANF.ZS,RWA,1999,10.2481253166655
NV.IND.MANF.ZS,RWA,1998,11.2345081091839
NV.IND.MANF.ZS,RWA,1997,12.0365394000344
NV.IND.MANF.ZS,RWA,1996,11.5448644324398
NV.IND.MANF.ZS,RWA,1995,10.2202029841694
NV.IND.MANF.ZS,SEN,2024,14.2223141039377
NV.IND.MANF.ZS,SEN,2023,14.5435051681933
NV.IND.MANF.ZS,SEN,2022,15.5609051361032
NV.IND.MANF.ZS,SEN,2021,15.0896077803993
NV.IND.MANF.ZS,SEN,2020,14.6422445114601
NV.IND.MANF.ZS,SEN,2019,14.8921153803941
NV.IND.MANF.ZS,SEN,2018,15.5256232627653
NV.IND.MANF.ZS,SEN,2017,15.8290512161897
NV.IND.MANF.ZS,SEN,2016,16.4126562605797
NV.IND.MANF.ZS,SEN,2015,17.0430550070656
NV.IND.MANF.ZS,SEN,2014,16.9974155601834
NV.IND.MANF.ZS,SEN,2013,17.3800241394178
NV.IND.MANF.ZS,SEN,2012,16.9951058363143
NV.IND.MANF.ZS,SEN,2011,17.2457486401925
NV.IND.MANF.ZS,SEN,2010,15.5728888059142
NV.IND.MANF.ZS,SEN,2009,15.7656823110789
NV.IND.MANF.ZS,SEN,2008,17.5393313172084
NV.IND.MANF.ZS,SEN,2007,18.6161273761302
NV.IND.MANF.ZS,SEN,2006,19.245473801956
NV.IND.MANF.ZS,SEN,2005,19.9057752906815
NV.IND.MANF.ZS,SEN,2004,20.9593657923194
NV.IND.MANF.ZS,SEN,2003,20.5758896261028
NV.IND.MANF.ZS,SEN,2002,21.586895139585
NV.IND.MANF.ZS,SEN,2001,20.9839620681588
NV.IND.MANF.ZS,SEN,2000,20.83892501498
NV.IND.MANF.ZS,SEN,1999,20.2568847729976
NV.IND.MANF.ZS,TZA,2023,8.39851072327136
NV.IND.MANF.ZS,TZA,2022,8.18310234075459
NV.IND.MANF.ZS,TZA,2021,8.02487463288165
NV.IND.MANF.ZS,TZA,2020,8.03212809036323
NV.IND.MANF.ZS,TZA,2019,8.50181055578149
NV.IND.MANF.ZS,TZA,2018,8.07382315106412
NV.IND.MANF.ZS,TZA,2017,7.6655871547421
NV.IND.MANF.ZS,TZA,2016,7.81371783783383
NV.IND.MANF.ZS,TZA,2015,7.85556496098664
NV.IND.MANF.ZS,TZA,2014,9.12010900018828
NV.IND.MANF.ZS,TZA,2013,9.11089516632175
NV.IND.MANF.ZS,TZA,2012,9.43823326401605
NV.IND.MANF.ZS,TZA,2011,9.54869845954528
NV.IND.MANF.ZS,TZA,2010,8.66582930166506
NV.IND.MANF.ZS,TZA,2009,8.66667526929843
NV.IND.MANF.ZS,TZA,2008,8.74458896067224
NV.IND.MANF.ZS,TZA,2007,8.81741434533145
NV.IND.MANF.ZS,TZA,2006,8.82143925430885
NV.IND.MANF.ZS,TZA,2005,9.0265030743805
NV.IND.MANF.ZS,TZA,2004,9.19337723892357
NV.IND.MANF.ZS,TZA,2003,9.37908176360761
NV.IND.MANF.ZS,TZA,2002,9.37021402466056
NV.IND.MANF.ZS,TZA,2001,9.46889199709689
NV.IND.MANF.ZS,TZA,2000,9.86151299438944
NV.IND.MANF.ZS,TZA,1999,10.2285850729514
NV.IND.MANF.ZS,TZA,1998,11.0711735721478
NV.IND.MANF.ZS,TZA,1997,4.32304604309869
NV.IND.MANF.ZS,TZA,1996,4.64842779332869
NV.IND.MANF.ZS,TZA,1995,4.57166756882586
NV.IND.MANF.ZS,UGA,2024,15.1091911678522
NV.IND.MANF.ZS,UGA,2023,15.6493486803365
NV.IND.MANF.ZS,UGA,2022,16.371869705691
NV.IND.MANF.ZS,UGA,2021,16.4337491871358
NV.IND.MANF.ZS,UGA,2020,15.7952567223933
NV.IND.MANF.ZS,UGA,2019,15.4663074825279
NV.IND.MANF.ZS,UGA,2018,15.7793556188555
NV.IND.MANF.ZS,UGA,2017,15.5229960881974
NV.IND.MANF.ZS,UGA,2016,16.2297475967432
NV.IND.MANF.ZS,UGA,2015,17.6085476770624
NV.IND.MANF.ZS,UGA,2014,15.6338628298848
NV.IND.MANF.ZS,UGA,2013,16.5485616173407
NV.IND.MANF.ZS,UGA,2012,18.6700067419467
NV.IND.MANF.ZS,UGA,2011,19.0863072206078
NV.IND.MANF.ZS,UGA,2010,19.6563071685531
NV.IND.MANF.ZS,UGA,2009,20.0778457884048
NV.IND.MANF.ZS,UGA,2008,7.30696526018952
NV.IND.MANF.ZS,UGA,2007,7.1258231005253
NV.IND.MANF.ZS,UGA,2006,7.09061606634003
NV.IND.MANF.ZS,UGA,2005,7.00931559756286
NV.IND.MANF.ZS,UGA,2004,6.36493400639722
NV.IND.MANF.ZS,UGA,2003,7.05568380237508
NV.IND.MANF.ZS,UGA,2002,7.35414434191544
NV.IND.MANF.ZS,UGA,2001,7.06198877586283
NV.IND.MANF.ZS,UGA,2000,7.09897810521975
NV.IND.MANF.ZS,UGA,1999,8.89320773617927
NV.IND.MANF.ZS,UGA,1998,8.28110035996169
NV.IND.MANF.ZS,UGA,1997,7.7879542773584
NV.IND.MANF.ZS,UGA,1996,7.14708655819933
NV.IND.MANF.ZS,UGA,1995,6.22918939624284
NV.IND.MANF.ZS,ZAF,2024,12.7973009661441
NV.IND.MANF.ZS,ZAF,2023,12.9800055529093
NV.IND.MANF.ZS,ZAF,2022,12.4454055010392
NV.IND.MANF.ZS,ZAF,2021,12.0775538850278
NV.IND.MANF.ZS,ZAF,2020,11.725046778088
NV.IND.MANF.ZS,ZAF,2019,12.4008912661528
NV.IND.MANF.ZS,ZAF,2018,12.4570332833175
NV.IND.MANF.ZS,ZAF,2017,12.5127045016941
NV.IND.MANF.ZS,ZAF,2016,12.4836443520042
NV.IND.MANF.ZS,ZAF,2015,12.5179444713924
NV.IND.MANF.ZS,ZAF,2014,12.4807113856549
NV.IND.MANF.ZS,ZAF,2013,12.3667757766351
NV.IND.MANF.ZS,ZAF,2012,12.4825918463265
NV.IND.MANF.ZS,ZAF,2011,12.861770015896
NV.IND.MANF.ZS,ZAF,2010,13.8595736133129
NV.IND.MANF.ZS,ZAF,2009,14.5078043632622
NV.IND.MANF.ZS,ZAF,2008,15.6086910770333
NV.IND.MANF.ZS,ZAF,2007,15.4419248277389
NV.IND.MANF.ZS,ZAF,2006,15.5955245517406
NV.IND.MANF.ZS,ZAF,2005,17.3705797296878
NV.IND.MANF.ZS,ZAF,2004,17.9898145212371
NV.IND.MANF.ZS,ZAF,2003,18.502111880883
NV.IND.MANF.ZS,ZAF,2002,19.0721822951943
NV.IND.MANF.ZS,ZAF,2001,19.0369578655221
NV.IND.MANF.ZS,ZAF,2000,18.968266431053
NV.IND.MANF.ZS,ZAF,1999,18.5261294778975
NV.IND.MANF.ZS,ZAF,1998,19.3278130726006
NV.IND.MANF.ZS,ZAF,1997,19.9134866388256
NV.IND.MANF.ZS,ZAF,1996,20.2672862924698
NV.IND.MANF.ZS,ZAF,1995,21.2467296668225
